busco_id	scf	length	assignment	assignment_group	fction
119123at50557	NODE_2379:23481-24619	203	L	AX-L	putative transferase CAF17 homolog, mitochondrial
119132at50557	NODE_2:165098-172002	216	L	L	THO complex subunit 6 homolog
119324at50557	NODE_250:72485-81707	134	L	AX-L	calcineurin subunit B type 2
119324at50557	NODE_5177:12140-18252	140	AX	AX-L	calcineurin subunit B type 2
119455at50557	NODE_1773:28986-32388	363	AX	AX-L	testis-expressed sequence 10 protein homolog
119455at50557	NODE_2332:26410-29310	428	L	AX-L	testis-expressed sequence 10 protein homolog
119607at50557	NODE_851:26709-28970	130	L	L	chromatin modification-related protein MEAF6
119786at50557	NODE_2668:16942-24012	163	AX	AX-L	SURF1-like protein
119786at50557	NODE_294:3926-5162	181	L	AX-L	SURF1-like protein
119796at50557	NODE_7787:3206-8951	246	L	AX-L	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
119796at50557	NODE_17775:1482-4775	219	AX	AX-L	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
119905at50557	NODE_23774:1-2935	175	AX	AX	dihydropteridine reductase
120011at50557	NODE_149:57946-61224	355	L	L	uncharacterized protein LOC105390186
120047at50557	NODE_33595:533-1852	140	AX	AX	peptidyl-tRNA hydrolase ICT1, mitochondrial
120070at50557	NODE_1875:22952-24109	148	L	AX-L	PITH domain
120070at50557	NODE_6113:12424-14463	148	AX	AX-L	PITH domain
120382at50557	NODE_51:98667-99892	160	L	AX-L	mitochondrial assembly of ribosomal large subunit protein 1
120382at50557	NODE_1695:21834-23302	149	AX	AX-L	mitochondrial assembly of ribosomal large subunit protein 1
120451at50557	NODE_2847:2-2842	298	AX	AX	rab11 family-interacting protein 2
120473at50557	NODE_7235:7856-12281	102	AX	AX	ubiquitin-conjugating enzyme E2-17 kDa
120478at50557	NODE_300:62111-68146	134	AX	AX	Peptidyl-prolyl cis-trans isomerase
120498at50557	NODE_3417:13740-15838	150	AX	AX-L	39S ribosomal protein L17, mitochondrial
120498at50557	NODE_1887:17554-19340	150	L	AX-L	39S ribosomal protein L17, mitochondrial
120527at50557	NODE_209:38741-40378	147	L	L	Signal peptidase complex subunit 2
120544at50557	NODE_211:25118-26924	173	Lk	AX-Lk	UPF0428 protein CXorf56 homolog
120544at50557	NODE_28236:835-2135	173	AX	AX-Lk	UPF0428 protein CXorf56 homolog
120658at50557	NODE_29:116141-116879	133	L	AX-L	UPF0587 protein C1orf123 homolog
120658at50557	NODE_17876:4246-4984	133	AX	AX-L	UPF0587 protein C1orf123 homolog
120772at50557	NODE_1466:7090-9955	159	AX	AX	actin-related protein 2/3 complex subunit 4
120854at50557	NODE_25:121277-122704	174	L	L	2-aminoethanethiol dioxygenase
120896at50557	NODE_386:39576-43199	218	L	AX-L-L	exosome complex component RRP42
120896at50557	NODE_3520:14558-16029	217	AX	AX-L-L	exosome complex component RRP42
120896at50557	NODE_1640:19343-24954	218	L	AX-L-L	exosome complex component RRP42
120905at50557	NODE_953:17151-18459	207	AX	AX	39S ribosomal protein L44, mitochondrial
120971at50557	NODE_2105:28149-28823	120	AX	AX	MORN repeat-containing protein 4
121008at50557	NODE_1779:35679-36599	140	AX	AX-L-Lp	39S ribosomal protein L43, mitochondrial
121008at50557	NODE_902:35986-37153	146	L	AX-L-Lp	39S ribosomal protein L43, mitochondrial
121008at50557	NODE_800:1266-3783	147	Lp	AX-L-Lp	39S ribosomal protein L43, mitochondrial
121327at50557	NODE_366:17666-24026	183	L	AX-L-L	Ribosomal protein L15
121327at50557	NODE_5037:739-3835	183	AX	AX-L-L	Ribosomal protein L15
121327at50557	NODE_802:32580-34191	183	L	AX-L-L	Ribosomal protein L15
121418at50557	NODE_7044:7743-14297	238	AX	AX-Lk	Protein MAK16 homolog
121418at50557	NODE_3614:14003-22974	262	Lk	AX-Lk	Protein MAK16 homolog
121435at50557	NODE_4259:1-2035	222	AX	AX	DTW domain-containing protein 1
121508at50557	NODE_3177:15515-17876	140	AX	AX	Protein RER1
121522at50557	NODE_9083:6170-7735	168	AX	AX-L	charged multivesicular body protein 1b
121522at50557	NODE_68:42895-47013	172	L	AX-L	charged multivesicular body protein 1b
121611at50557	NODE_48:67349-76935	361	L	L	methyltransferase-like protein 4
121686at50557	NODE_21119:164-1066	117	L	L-Lc	phosphomevalonate kinase
121686at50557	NODE_1171:35825-38469	117	Lc	L-Lc	phosphomevalonate kinase
122191at50557	NODE_4173:13302-14163	160	AX	AX	malignant T-cell-amplified sequence 1 homolog
122192at50557	NODE_689:56392-57596	117	L	AX-L	28S ribosomal protein S18a, mitochondrial
122192at50557	NODE_6837:2660-3685	116	AX	AX-L	28S ribosomal protein S18a, mitochondrial
122309at50557	NODE_582:38982-42405	129	L	AX-L-Lk	probable glucosamine 6-phosphate N-acetyltransferase
122309at50557	NODE_1670:6509-14345	124	AX	AX-L-Lk	probable glucosamine 6-phosphate N-acetyltransferase
122309at50557	NODE_323:52215-60747	138	Lk	AX-L-Lk	probable glucosamine 6-phosphate N-acetyltransferase
122330at50557	NODE_1875:24350-25464	144	L	AX-L	selT-like protein
122330at50557	NODE_6113:10714-12379	140	AX	AX-L	selT-like protein
122647at50557	NODE_18212:3966-4755	164	AX	AX-L	Calcium load-activated calcium channel
122647at50557	NODE_4620:731-1699	164	L	AX-L	Calcium load-activated calcium channel
122922at50557	NODE_3403:13964-14944	120	AX	AX	28S ribosomal protein S17, mitochondrial
122927at50557	NODE_421:24552-25442	142	AX	AX	probable 28S ribosomal protein S25, mitochondrial
123003at50557	NODE_15535:3536-4545	172	AX	AX	growth arrest and DNA damage-inducible proteins-interacting protein 1
123043at50557	NODE_8465:152-1350	128	AX	AX	trafficking protein particle complex subunit 6B
123110at50557	NODE_773:38478-40271	203	Lk	AX-Lk	protein FAM192A
123110at50557	NODE_25726:1556-2935	184	AX	AX-Lk	protein FAM192A
123130at50557	NODE_9083:2106-6167	162	AX	AX	protein CWC15 homolog
123174at50557	NODE_10161:3786-4953	207	AX	AX	uncharacterized protein C9orf78
123184at50557	NODE_2188:1736-5075	217	L	L	integral membrane protein 2C
123578at50557	NODE_3749:9818-11631	153	AX	AX	mitochondrial import inner membrane translocase subunit Tim22
123703at50557	NODE_1972:4406-8397	200	L	AX-L	luc7-like protein 3
123703at50557	NODE_8025:7820-12196	201	AX	AX-L	luc7-like protein 3
123747at50557	NODE_10007:248-1425	179	AX	AX	vesicle transport protein SEC20
123925at50557	NODE_10600:5719-7875	136	AX	AX-L	mesencephalic astrocyte-derived neurotrophic factor homolog
123925at50557	NODE_44:54792-56199	135	L	AX-L	mesencephalic astrocyte-derived neurotrophic factor homolog
124154at50557	NODE_4520:6856-11292	235	AX	AX-L	scaffold protein salvador
124154at50557	NODE_5:55342-62758	318	L	AX-L	scaffold protein salvador
124342at50557	NODE_1395:9180-12446	156	L	AX-L	Density-regulated protein
124342at50557	NODE_4407:11135-19557	139	AX	AX-L	Density-regulated protein
124426at50557	NODE_209:58648-59521	121	L	AX-AX-L	protein BUD31 homolog
124426at50557	NODE_357:63907-70822	121	AX	AX-AX-L	protein BUD31 homolog
124426at50557	NODE_717:54186-55821	121	AX	AX-AX-L	protein BUD31 homolog
124433at50557	NODE_14821:3916-5921	135	AX	AX-L	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
124433at50557	NODE_726:10276-11529	136	L	AX-L	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
124486at50557	NODE_1411:3776-5021	144	AX	AX-L	39S ribosomal protein L40, mitochondrial
124486at50557	NODE_2023:3836-6622	141	L	AX-L	39S ribosomal protein L40, mitochondrial
124557at50557	NODE_6535:4606-6625	236	AX	AX	Protein-S-isoprenylcysteine O-methyltransferase
124734at50557	NODE_14603:1828-6825	213	AX	AX	phosphatidylinositol N-acetylglucosaminyltransferase subunit Q
124980at50557	NODE_47:63628-71325	123	L	L	60S ribosome subunit biogenesis protein NIP7 homolog
125000at50557	NODE_1090:15061-16598	150	AX	AX	transmembrane emp24 domain-containing protein bai
125026at50557	NODE_63:104547-105871	192	L	AX-L	dnaJ homolog subfamily C member 8
125026at50557	NODE_6072:3567-12075	205	AX	AX-L	dnaJ homolog subfamily C member 8
125046at50557	NODE_20036:3292-4275	110	AX	AX-L-L	golgin subfamily A member 7
125046at50557	NODE_1419:17973-24001	110	L	AX-L-L	golgin subfamily A member 7
125046at50557	NODE_2085:27726-29367	110	L	AX-L-L	golgin subfamily A member 7
125117at50557	NODE_3059:16289-17596	159	AX	AX-L	60S ribosomal protein L18
125117at50557	NODE_1524:24176-25661	159	L	AX-L	60S ribosomal protein L18
125214at50557	NODE_765:23050-26147	190	L	L	neuroendocrine protein 7B2
125260at50557	NODE_5385:2764-4405	273	AX	AX-L-L	transmembrane protein 43 homolog
125260at50557	NODE_438:21266-24174	270	L	AX-L-L	transmembrane protein 43 homolog
125260at50557	NODE_150:67257-81498	223	L	AX-L-L	transmembrane protein 43 homolog
125262at50557	NODE_7137:7913-12677	270	AX	AX	etoposide-induced protein 2.4 homolog
125548at50557	NODE_3403:7261-12751	135	AX	AX-L	Polyadenylate-binding protein 2
125548at50557	NODE_7853:6476-8587	131	L	AX-L	Polyadenylate-binding protein 2
125585at50557	NODE_8:204864-209319	176	L	L	glutamate--cysteine ligase regulatory subunit
125726at50557	NODE_30537:687-1675	162	AX	AX-L-Lk	ribosome-recycling factor, mitochondrial
125726at50557	NODE_860:6936-7987	163	Lk	AX-L-Lk	ribosome-recycling factor, mitochondrial
125726at50557	NODE_894:31365-32265	163	L	AX-L-Lk	ribosome-recycling factor, mitochondrial
126005at50557	NODE_11088:6516-8903	100	AX	AX	protein archease-like
126015at50557	NODE_2226:15589-20861	145	AX	AX	protein tyrosine phosphatase type IVA 1
126036at50557	NODE_8980:1477-3155	139	AX	AX	probable N-acetyltransferase san
126093at50557	NODE_1538:1047-10151	201	AX	AX	protein BCCIP homolog
126375at50557	NODE_266:59666-61516	162	L	AX-L	DNA-directed RNA polymerase III subunit RPC8
126375at50557	NODE_967:12247-13879	168	AX	AX-L	DNA-directed RNA polymerase III subunit RPC8
126384at50557	NODE_568:56441-59248	179	L	AX-L	39S ribosomal protein L16, mitochondrial
126384at50557	NODE_16730:126-3990	182	AX	AX-L	39S ribosomal protein L16, mitochondrial
126448at50557	NODE_91:14209-14873	117	L	AX-L	trafficking protein particle complex subunit 1
126448at50557	NODE_6264:11209-16152	117	AX	AX-L	trafficking protein particle complex subunit 1
126567at50557	NODE_8634:1-3765	160	AX	AX	gamma-secretase subunit Aph-1
126811at50557	NODE_602:48476-50777	246	Lc	Lc	vacuolar protein sorting-associated protein 72 homolog
126855at50557	NODE_15727:4913-5745	111	AX	AX-AX-Lp	protein mago nashi
126855at50557	NODE_5106:2416-3091	111	Lp	AX-AX-Lp	protein mago nashi
126855at50557	NODE_6137:6243-7105	111	AX	AX-AX-Lp	protein mago nashi
127087at50557	NODE_7964:5079-10677	128	AX	AX	NUDE domain
127132at50557	NODE_4214:13880-15310	221	Lc	Lc	coiled-coil domain-containing protein 94
127209at50557	NODE_4022:4926-7636	186	AX	AX	TIP41-like protein
127306at50557	NODE_133:47376-67203	147	L	L	J domain-containing protein
127373at50557	NODE_43353:97-1048	145	AX	AX	Golgi SNAP receptor complex member 1
127380at50557	NODE_294:75144-77856	186	L	AX-L-L	COP9 signalosome complex subunit 7
127380at50557	NODE_6230:6506-9116	192	AX	AX-L-L	COP9 signalosome complex subunit 7
127380at50557	NODE_7944:3276-6362	186	L	AX-L-L	COP9 signalosome complex subunit 7
127488at50557	NODE_5584:7086-10171	126	AX	AX	transmembrane protein 11 homolog, mitochondrial
127619at50557	NODE_4175:5852-7095	148	AX	AX	DNA replication complex GINS protein PSF1-like
127694at50557	NODE_2882:12326-14855	208	AX	AX-L	protein FRG1 homolog
127694at50557	NODE_1183:31697-32916	205	L	AX-L	protein FRG1 homolog
127707at50557	NODE_16730:4013-5539	248	AX	AX	leukocyte receptor cluster member 1 homolog
127753at50557	NODE_1853:15644-30401	201	AX	AX-L	Mushroom body large-type Kenyon cell-specific protein 1
127753at50557	NODE_149:80441-91922	180	L	AX-L	Mushroom body large-type Kenyon cell-specific protein 1
128131at50557	NODE_4496:1217-2675	117	AX	AX-L	transmembrane protein 50A
128131at50557	NODE_59:51207-52724	117	L	AX-L	transmembrane protein 50A
128143at50557	NODE_2635:3096-5452	120	AX	AX	28S ribosomal protein S24, mitochondrial
128205at50557	NODE_4922:7086-12669	108	AX	AX	uncharacterized protein C6orf106 homolog
128261at50557	NODE_173:35063-41005	121	L	L	ubiquitin-conjugating enzyme E2 variant 2
128289at50557	NODE_40:92576-93722	132	L	L	protein SYS1 homolog
128290at50557	NODE_4352:1398-2085	134	AX	AX	protein PBDC1
128350at50557	NODE_1:29065-30336	129	L	L	thymidylate kinase
128404at50557	NODE_4818:736-2621	131	AX	AX	40S ribosomal protein S13
128416at50557	NODE_726:15899-16671	67	L	AX-L	ribonuclease H2 subunit C
128416at50557	NODE_21028:2894-3815	67	AX	AX-L	ribonuclease H2 subunit C
128474at50557	NODE_5415:13889-15211	156	L	AX-L	Translocon-associated protein subunit beta
128474at50557	NODE_23501:96-3028	156	AX	AX-L	Translocon-associated protein subunit beta
128484at50557	NODE_5526:7138-14315	140	AX	AX-L	UPF0454 protein C12orf49 homolog
128484at50557	NODE_1973:58-4165	129	L	AX-L	UPF0454 protein C12orf49 homolog
128559at50557	NODE_6767:2741-7211	210	Lk	AX-L-Lk	organic solute transporter alpha-like protein
128559at50557	NODE_10389:2055-6105	147	AX	AX-L-Lk	organic solute transporter alpha-like protein
128559at50557	NODE_1099:29212-39340	186	L	AX-L-Lk	organic solute transporter alpha-like protein
128715at50557	NODE_2146:14375-18010	191	AX	AX	vacuolar protein sorting-associated protein VTA1 homolog
128755at50557	NODE_15306:731-1439	115	Lk	AX-L-Lk	39S ribosomal protein L27, mitochondrial
128755at50557	NODE_2991:3480-4195	116	L	AX-L-Lk	39S ribosomal protein L27, mitochondrial
128755at50557	NODE_5990:10492-11549	117	AX	AX-L-Lk	39S ribosomal protein L27, mitochondrial
128856at50557	NODE_339:525-5238	131	L	AX-L	lysosome-associated membrane glycoprotein 5
128856at50557	NODE_11787:1530-5985	133	AX	AX-L	lysosome-associated membrane glycoprotein 5
128977at50557	NODE_282:13779-23220	159	AX	AX	transcription factor AP-1
129000at50557	NODE_491:63342-64729	240	L	L	vacuolar protein sorting-associated protein 37A
129072at50557	NODE_7289:451-1205	78	AX	AX	CDGSH iron-sulfur domain-containing protein 3, mitochondrial
129103at50557	NODE_2360:22170-30682	141	AX	AX-L	60S ribosomal protein L21
129103at50557	NODE_1028:42160-44970	141	L	AX-L	60S ribosomal protein L21
129272at50557	NODE_219:18024-19696	109	Lk	AX-Lk	DNA-directed RNA polymerase subunit
129272at50557	NODE_37732:745-1405	109	AX	AX-Lk	DNA-directed RNA polymerase subunit
129363at50557	NODE_3056:11650-13473	111	AX	AX	40S ribosomal protein S12
129410at50557	NODE_8528:5407-10713	98	AX	AX-L	Single domain Von Willebrand factor type C domain
129410at50557	NODE_248:20256-27318	99	L	AX-L	Single domain Von Willebrand factor type C domain
129498at50557	NODE_7852:221-5953	135	Lk	AX-Lk	ras-related protein Rab-21
129498at50557	NODE_3963:17983-19322	148	AX	AX-Lk	ras-related protein Rab-21
129503at50557	NODE_1110:33882-36085	146	L	AX-L	Transport and Golgi organization protein 11
129503at50557	NODE_2365:2327-5255	163	AX	AX-L	Transport and Golgi organization protein 11
129608at50557	NODE_4975:15054-16042	81	AX	AX	28S ribosomal protein S14, mitochondrial
129612at50557	NODE_12538:6261-7525	80	AX	AX	mimitin, mitochondrial
129755at50557	NODE_724:52877-53593	115	L	AX-L	39S ribosomal protein L14, mitochondrial
129755at50557	NODE_29076:747-1277	115	AX	AX-L	39S ribosomal protein L14, mitochondrial
129862at50557	NODE_15599:1291-2363	196	AX	AX	28S ribosomal protein S15, mitochondrial
129938at50557	NODE_1115:1153-9987	124	AX	AX	B9 domain-containing protein 1
129956at50557	NODE_27207:1466-2700	112	Lp	L-Lp	RNA-binding motif protein, X-linked 2
129956at50557	NODE_30:70223-71653	114	L	L-Lp	RNA-binding motif protein, X-linked 2
130497at50557	NODE_1670:11416-17024	211	AX	AX-L	probable cardiolipin synthase (CMP-forming)
130497at50557	NODE_71:84861-88296	219	L	AX-L	probable cardiolipin synthase (CMP-forming)
130539at50557	NODE_1293:23448-28765	97	AX	AX	CDGSH iron-sulfur domain-containing protein 2 homolog
130558at50557	NODE_17371:1-1185	102	AX	AX	Acyl carrier protein
130740at50557	NODE_5120:11061-12684	92	L	L	WASH complex subunit CCDC53 homolog
130814at50557	NODE_1864:30450-31052	82	AX	AX	probable 28S ribosomal protein S16, mitochondrial
130932at50557	NODE_9763:3116-9195	185	AX	AX-L	Osiris 7
130932at50557	NODE_4983:1546-2794	192	L	AX-L	Osiris 7
130995at50557	NODE_1582:35480-36565	76	Lk	AX-Lk	guanine nucleotide exchange factor MSS4 homolog
130995at50557	NODE_21994:424-1325	83	AX	AX-Lk	guanine nucleotide exchange factor MSS4 homolog
131041at50557	NODE_14726:5398-6105	103	Lc	AX-Lc	coiled-coil domain-containing protein 12
131041at50557	NODE_9459:802-8169	101	AX	AX-Lc	coiled-coil domain-containing protein 12
131285at50557	NODE_25159:386-1863	160	AX	AX	39S ribosomal protein L22, mitochondrial
131386at50557	NODE_12523:4955-7585	171	AX	AX-AX	Chromo domain
131386at50557	NODE_18344:1625-3875	153	AX	AX-AX	Chromo domain
131613at50557	NODE_4939:1585-10355	158	L	L	peroxisomal biogenesis factor 19
131659at50557	NODE_1320:31843-33425	129	L	L-L-L	putative oligosaccharyltransferase complex subunit CG9662
131659at50557	NODE_12444:1317-2175	115	L	L-L-L	putative oligosaccharyltransferase complex subunit CG9662
131659at50557	NODE_1672:21176-22677	113	L	L-L-L	putative oligosaccharyltransferase complex subunit CG9662
131682at50557	NODE_40376:1-1142	118	AX	AX	NADH dehydrogenase
131759at50557	NODE_3455:15629-16220	122	AX	AX-L	protein cornichon
131759at50557	NODE_1004:46200-47053	122	L	AX-L	protein cornichon
131847at50557	NODE_21467:2566-3672	182	AX	AX	coiled-coil domain-containing protein 25
131987at50557	NODE_2498:9804-11100	113	L	AX-L	39S ribosomal protein L20, mitochondrial
131987at50557	NODE_19379:1283-2632	113	AX	AX-L	39S ribosomal protein L20, mitochondrial
132044at50557	NODE_5049:1209-7355	100	L	L	Cyclic AMP response element-binding protein B
132051at50557	NODE_3455:17747-25295	181	AX	AX	histidine protein methyltransferase 1 homolog
132099at50557	NODE_19956:2741-4485	110	AX	AX-L	probable trafficking protein particle complex subunit 2
132099at50557	NODE_765:13444-20610	111	L	AX-L	probable trafficking protein particle complex subunit 2
132159at50557	NODE_5181:26-1922	122	AX	AX	ER membrane protein complex subunit 4
132160at50557	NODE_443:57773-59540	126	L	AX-L	transmembrane protein 222
132160at50557	NODE_2375:11483-16069	128	AX	AX-L	transmembrane protein 222
132295at50557	NODE_33414:486-2057	109	AX	AX-Lk	probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2 isoform X1
132295at50557	NODE_97:65125-66584	117	Lk	AX-Lk	probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2 isoform X1
132354at50557	NODE_11463:1416-2975	127	L	L	Ribosomal protein S11
132612at50557	NODE_1633:17561-18759	111	L	AX-L	Histone deacetylase complex subunit SAP18
132612at50557	NODE_32697:207-1385	111	AX	AX-L	Histone deacetylase complex subunit SAP18
132615at50557	NODE_2712:13057-14383	122	L	AX-L	NADH dehydrogenase
132615at50557	NODE_4130:3486-8450	116	AX	AX-L	NADH dehydrogenase
132625at50557	NODE_28771:386-2005	123	AX	AX	60S ribosomal protein L14
132643at50557	NODE_11699:3536-6918	91	L	L	RGS domain
132744at50557	NODE_1113:31991-35321	93	Lk	AX-Lk	uncharacterized protein C45G9.7
132744at50557	NODE_2142:6368-7155	94	AX	AX-Lk	uncharacterized protein C45G9.7
132773at50557	NODE_9814:1916-3480	114	AX	AX	H/ACA ribonucleoprotein complex subunit 2-like protein
132800at50557	NODE_567:38140-43098	137	L	L-L	transmembrane protein 208
132800at50557	NODE_156:31746-32879	140	L	L-L	transmembrane protein 208
133023at50557	NODE_29281:1146-2098	169	AX	AX	6-phosphogluconolactonase
133163at50557	NODE_1163:5938-7219	155	AX	AX	AN1-type zinc finger protein 2A
133373at50557	NODE_2646:12-5634	257	AX	AX	putative ribosome-binding factor A, mitochondrial
133543at50557	NODE_5884:2066-6030	101	AX	AX-L	COX assembly mitochondrial protein
133543at50557	NODE_3398:1816-2459	101	L	AX-L	COX assembly mitochondrial protein
133570at50557	NODE_939:29199-31431	159	AX	AX-L	39S ribosomal protein L46, mitochondrial
133570at50557	NODE_1640:1146-8562	150	L	AX-L	39S ribosomal protein L46, mitochondrial
133617at50557	NODE_2649:23168-25144	267	AX	AX-L	probable rRNA-processing protein EBP2 homolog
133617at50557	NODE_17198:1-5105	237	L	AX-L	probable rRNA-processing protein EBP2 homolog
133669at50557	NODE_6326:4710-6725	148	AX	AX	gonadal protein gdl
133719at50557	NODE_8081:3506-4433	240	AX	AX-L	U3 small nucleolar RNA-associated protein 11
133719at50557	NODE_210:76265-77437	220	L	AX-L	U3 small nucleolar RNA-associated protein 11
133820at50557	NODE_1855:31304-36391	91	AX	AX	28S ribosomal protein S18c, mitochondrial
134021at50557	NODE_25938:260-1375	152	AX	AX-L	ER membrane protein complex subunit 7 homolog
134021at50557	NODE_517:9232-10624	149	L	AX-L	ER membrane protein complex subunit 7 homolog
134150at50557	NODE_20735:1315-2298	191	AX	AX-L	Mediator of RNA polymerase II transcription subunit 19
134150at50557	NODE_686:35582-36601	192	L	AX-L	Mediator of RNA polymerase II transcription subunit 19
134173at50557	NODE_14223:4746-7042	183	AX	AX	charged multivesicular body protein 6
134262at50557	NODE_11062:1505-2540	92	AX	AX	leptin receptor gene-related protein
134311at50557	NODE_8998:2356-9163	128	Lk	L-Lk-Lk	Adenylate kinase isoenzyme 6 homolog
134311at50557	NODE_3029:5626-6475	137	Lk	L-Lk-Lk	Adenylate kinase isoenzyme 6 homolog
134311at50557	NODE_3249:18440-21524	134	L	L-Lk-Lk	Adenylate kinase isoenzyme 6 homolog
134345at50557	NODE_3148:24931-26384	150	AX	AX	protein FAM173B
134540at50557	NODE_266:57904-58868	69	L	AX-L	alpha-endosulfine
134540at50557	NODE_29976:276-2281	65	AX	AX-L	alpha-endosulfine
134670at50557	NODE_12527:1646-3325	167	AX	AX	PQ-loop repeat-containing protein 3
134828at50557	NODE_12826:1-1127	139	AX	AX	TM2 domain-containing protein CG10795
135113at50557	NODE_14568:446-3378	160	AX	AX	protein SMG9
135200at50557	NODE_1443:1-3305	234	AX	AX	DNA repair protein RAD51 homolog 4
135254at50557	NODE_4716:1231-2098	103	AX	AX	splicing factor 3B subunit 6-like protein
135420at50557	NODE_12223:4746-7889	283	AX	AX	LAS1-like protein
135470at50557	NODE_314:27611-29357	102	L	AX-L	60S ribosomal protein L28
135470at50557	NODE_8399:5285-7165	111	AX	AX-L	60S ribosomal protein L28
135688at50557	NODE_10:2896-4152	138	L	AX-L	protein LSM12 homolog
135688at50557	NODE_11589:3434-9025	140	AX	AX-L	protein LSM12 homolog
135714at50557	NODE_12460:1-3005	245	AX	AX	beclin 1-associated autophagy-related key regulator
135872at50557	NODE_18340:2866-3927	175	AX	AX-L	DNA replication complex GINS protein SLD5
135872at50557	NODE_10183:4296-7660	151	L	AX-L	DNA replication complex GINS protein SLD5
135926at50557	NODE_1927:24263-25457	71	L	AX-L-L	Transcription initiation factor TFIID subunit 13
135926at50557	NODE_1664:5904-6935	71	L	AX-L-L	Transcription initiation factor TFIID subunit 13
135926at50557	NODE_28909:1-1875	71	AX	AX-L-L	Transcription initiation factor TFIID subunit 13
136014at50557	NODE_20673:3090-3736	159	AX	AX	39S ribosomal protein L11, mitochondrial
136030at50557	NODE_2073:30383-31589	174	L	AX-L	Golgi SNAP receptor complex member 2
136030at50557	NODE_11239:5520-8385	174	AX	AX-L	Golgi SNAP receptor complex member 2
136147at50557	NODE_5046:549-2570	122	L	AX-L-Lk	prefoldin subunit 5
136147at50557	NODE_6647:9611-12910	117	Lk	AX-L-Lk	prefoldin subunit 5
136147at50557	NODE_9459:2490-8055	117	AX	AX-L-Lk	prefoldin subunit 5
136314at50557	NODE_2084:3413-6065	92	L	L	proteasome maturation protein
136330at50557	NODE_17669:666-4437	137	AX	AX-L	deoxynucleotidyltransferase terminal-interacting protein 2
136330at50557	NODE_6247:2560-4155	190	L	AX-L	deoxynucleotidyltransferase terminal-interacting protein 2
136492at50557	NODE_775:11896-17163	132	AX	AX	cysteine-rich hydrophobic domain-containing protein 2
136556at50557	NODE_11774:7106-8681	88	L	L	Transcription elongation factor B polypeptide 1
136971at50557	NODE_40538:281-894	95	AX	AX-L	40S ribosomal protein S26
136971at50557	NODE_978:2417-3585	95	L	AX-L	40S ribosomal protein S26
137014at50557	NODE_204:17545-19112	119	L	AX-L	endothelial differentiation-related factor 1 homolog
137014at50557	NODE_10610:526-2308	119	AX	AX-L	endothelial differentiation-related factor 1 homolog
137151at50557	NODE_2395:18693-20065	98	L	AX-L	protein quiver
137151at50557	NODE_17333:1685-2647	98	AX	AX-L	protein quiver
137376at50557	NODE_102:10406-12851	106	AX	AX	josephin-2
137402at50557	NODE_5415:15345-16337	158	L	AX-L	protein TSSC4
137402at50557	NODE_3845:15765-19508	123	AX	AX-L	protein TSSC4
137436at50557	NODE_9102:1-2020	82	AX	AX	Nuclear transport factor 2
137466at50557	NODE_2983:522-1599	126	L	L	40S ribosomal protein S15
137467at50557	NODE_2895:18414-20657	121	AX	AX	60S ribosomal protein L27a
137510at50557	NODE_9229:2394-4547	150	AX	AX	uncharacterized protein LOC108069046
137728at50557	NODE_4585:7566-11059	95	AX	AX	Transcription initiation factor TFIID subunit 12
138088at50557	NODE_19001:974-4125	132	AX	AX-Lk	ribonuclease P protein subunit p29
138088at50557	NODE_1382:21246-27352	125	Lk	AX-Lk	ribonuclease P protein subunit p29
138214at50557	NODE_5:45780-48638	93	L	L	Histone H2A
138217at50557	NODE_1395:8009-9190	91	L	AX-L	DNA-directed RNA polymerase III subunit RPC9
138217at50557	NODE_4407:8329-11073	90	AX	AX-L	DNA-directed RNA polymerase III subunit RPC9
138293at50557	NODE_1986:3526-12246	193	AX	AX	charged multivesicular body protein 3
138527at50557	NODE_4407:396-6179	93	AX	AX	Thioredoxin
138742at50557	NODE_43258:138-855	119	AX	AX	60S ribosomal protein L27
138762at50557	NODE_10809:5558-8805	105	AX	AX	single-stranded DNA-binding protein, mitochondrial
138766at50557	NODE_10271:8475-9585	120	AX	AX-L	vesicle transport protein GOT1B
138766at50557	NODE_1269:38316-39674	120	L	AX-L	vesicle transport protein GOT1B
138795at50557	NODE_2533:4985-12336	88	AX	AX	60S ribosomal protein L35a
138877at50557	NODE_2507:24520-25585	222	AX	AX	OTU domain-containing protein 6B
139026at50557	NODE_1572:25730-27386	103	AX	AX	mitochondrial import inner membrane translocase subunit Tim21
139092at50557	NODE_19035:3696-4645	120	AX	AX	mediator of RNA polymerase II transcription subunit 21
139167at50557	NODE_11824:2476-3602	176	AX	AX-L	coiled-coil domain-containing protein 124
139167at50557	NODE_28706:527-1475	188	L	AX-L	coiled-coil domain-containing protein 124
139238at50557	NODE_196:32233-37758	93	Lk	AX-L-Lk	Actin-related protein 2/3 complex subunit 5
139238at50557	NODE_35957:558-1295	92	AX	AX-L-Lk	Actin-related protein 2/3 complex subunit 5
139238at50557	NODE_15081:1-1445	93	L	AX-L-Lk	Actin-related protein 2/3 complex subunit 5
